ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: lw_wc_thank_you_redirect","Meta: ocean_sidebar","Meta: ocean_second_sidebar","Meta: ocean_disable_margins","Meta: ocean_display_top_bar","Meta: ocean_display_header","Meta: ocean_center_header_left_menu","Meta: ocean_custom_header_template","Meta: ocean_header_custom_menu","Meta: ocean_disable_title","Meta: ocean_disable_heading","Meta: ocean_disable_breadcrumbs","Meta: ocean_display_footer_widgets","Meta: ocean_display_footer_bottom","Meta: ocean_link_format_target","Meta: ocean_quote_format_link"
41,simple,B01N5LW8Y6,"Saimly Earbuds, In-Ear Metal Earphones, Stereo Bass Headphones with Mic (Black)",1,0,visible,,"★SUPERB SOUND - Powerful bass and dynamic clarity at any volume.Engineered for peak performance when you need it most,★EU ROHS - Environmental protection standard TPE, anti-entanglement cable with 14 bunch of 0.05mm pure copper core and 200D bullet-proof wire. Durable and better conductivity offers professional stereo audio performance and clear sound.,★NOISE CANCELLING - Adopts alloy cavity design, creates a seal in the ear isolating outside noise. Perfectly suit your ears for long-time comfortable wearing experience, insulate background noise to make much clearer sound,★MAXIMUM COMFORT - Light alloy earbuds provide all-day comfort; oxygen-free copper wiring blocks interference for better-sounding audio,★ABOUT PRICE - It is not a matter of price being high or low, it matters if the earphone is worth its price. This is a fantastic earphone to enjoy music!If your earbuds ceases to perform as promised, please contact us, we will be full refund , No return!",,,none,,1,,0,0,,,,,0,,,19.99,Electronics,,,https://woodemo.pressops.co/wp-content/uploads/2017/07/61oSp27R4sL._SL1500_.jpg,,,,,,,,,0
42,simple,B003EM8008,"Panasonic RP-HJE120-PPK In-Ear Headphone, Black",1,0,visible,,"Color:Black  | Style:No Mic  Product Description  Enjoy the ultimate in style, comfort and listening pleasure with the Panasonic RP-HJE120 ErgoFit Earphones. With three included sets of earpads (S/M/L), you’ll get a custom, comfortable fit that won’t slip out. Nine vivid fashion color options with color matching cords let you choose one that complements your outfit, accessories and mood. Large 9mm neodymium drivers along with a wide frequency response and smart ergonomic fit deliver dynamic, crystal clear sound while blocking ambient noise. A 3.6-ft cord threads comfortably through clothing and bags.      Amazon.com  Panasonic In-Ear Headphone Comparison Chart Series  RP-HJE120 Series RP-HJE140 Series RP-HJE355 Series RP-HV21 Series RP-HJE295 Series Colors: Blue, Orange, Green, Black, Silver, Red, Violet, Pink  Blue, Orange, Green, Black, Red  Blue, Black, White, Red Blue, Green, Black, White, Red, Pink, Violet  Blue, Black, Green, White, Silver Design  In-Ear Ergo Fit Design In-Ear L-Shaped Design In-Ear Design Elastomer In-Ear Drops Design In-Ear Ergo Fit Design 3 Pairs of Soft Earpads (S/M/L) Drive Unit 9 mm 9.3 mm 10.7 mm 14.8 mm 10.7 mm Impedance (ohm/1kHz) 16 16 16 16 16 Cord Length  3.6 ft.  3.9 ft.  3.9 ft. 3.6 ft. 2 ft.   0.6m extension cord Plug  Nickel  Nickel  Gold Nickel Gold Frequency Response (Hz-kHz)  20-20  6-25  6-24 10-25 6-24 Weight without cord 0.14 oz.  0.14 oz.  0.11 oz.  0.21 oz.  0.11 oz. In-Cord Volume  No  No  No No No Sensitivity (dB/mW)  96  107  105 104 104",,,none,,1,,0,0,,,,,0,,,12.23,Electronics,,,,,,,,,,,,0
44,simple,B00NBEWB4U,"AmazonBasics Lightweight On-Ear Headphones - Black",1,0,visible,,"On-ear fit to minimize noise so you can hear every beat,Designed with portability and storage in mind; the headphones rotate in to lay flat,101 decibels (dB) and 1000mW maximum input level,Frequency range of 12 Hz-22,000 Hz for great sound reproduction,47.25-inch (1.2 meter) cord with L-shaped stereo mini plug to connect to your phone, MP3 player, or computer",,,none,,1,,0,0,,,,,0,,,14.99,Electronics,,,https://woodemo.pressops.co/wp-content/uploads/2017/07/71xuT6vYBuL._SL1500_.jpg,,,,,,,,,0
46,simple,B01N0WLBKV,"Anlo Bluetooth Headphones Wireless In Ear Earbuds V4.1 Stereo Noise Isolating Sports Sweatproof Headset with Mic, Premium Bass Sound - Green",1,0,visible,,"Color:Green  Never Falls Out  Not all ears are same, also this headphone isn't like the others. Our earbuds bluetooth come with ergonomic designed ear hooks that provide comfortable wearing without ever leaving your ears. Bundled together are additional pairs of ear-buds that come in different sizes to suit all ears. Not only do all ears have a chance to enjoy uncompromised natural sound, but they get to do so in comfort.  Connecting​ Keep your Bluetooth device within 1 meter when pairing; Turn on Bluetooth on your device; Make the bluetooth headphones enter pairing mode as show; Ensure the headphones is off. Long press power on/off button, when you hear the voice prompts “power on"" continue to hold, when the Bluetooth source is displayed on the phone, click on and connect it. Built-in Mic  You even do not have to pick up your phone when you answer your phone, the built-in HD microphone transmits your voice with the sharpest quality, so families and friends can hear every word without trouble.  CVC Noise Cancellation  Specially designed ceramic antenna improves signal strength and tolerates more interference. CVC 6.0 Noise Cancellation technology filters out unwanted sounds and outside noises, enable clearer sound from microphone. Even if you talk in a loud place, you will also get high quality.  Longer Listening  Long battery life allows the headphones to play up to 7 hours of continuous music at a time,  there’s more than enough time before the needing a recharge.",,,none,,1,,0,0,,,,,0,,,26.99,Electronics,,,https://woodemo.pressops.co/wp-content/uploads/2017/07/71u5V4cbkIL._SL1500_.jpg,,,,,,,,,0
47,simple,B00E4LGVUO,"Panasonic ErgoFit In-Ear Earbuds Headphones with Mic/Controller RP-TCM125-K (Black)",1,0,visible,,"Color:Black  | Style:With Mic  The Panasonic RP-TCM125 is the perfect combination of style, comfort and most of all, high-quality sound. With three included sets of earpads (S/M/L), you’ll get a custom, comfortable fit that won’t slip out. Choose from five vivid color options with matching cords to best complement your style and mood. Large 9mm drivers with neodymium magnets along with a wide frequency response and smart ergonomic fit deliver dynamic, crystal-clear sound while helping to keep out unwanted outside noise. The 3.6-feet cord threads comfortably through clothing and bags.",,,none,,1,,0,0,,,,,0,,,14.99,Electronics,,,,,,,,,,,,0
49,simple,B01G8JO5F2,"SENSO Bluetooth Headphones, Best Wireless Sports Earphones w/ Mic IPX7 Waterproof HD Stereo Sweatproof Earbuds for Gym Running Workout 8 Hour Battery Noise Cancelling Headsets",1,0,visible,,"Color:Black/Red  Brand: Senso Model: ActivBuds S-250 Color: Black WHY THE SENSO ACTIVBUDS S-250 IS THE BETTER CHOICE IN BLUETOOTH HEADPHONES? - TRUE HIGH DEFINITION SOUND Enjoy Stereo Sound with High Definition and unparalleled rock-solid bass with ultra crisp treble. - BLUETOOTH V4.1 SKIP-FREE WIRELESS UP TO 30 FEET - IPX7 WATERPROOF / SWEATPROOF PROTECTION - LONGER BATTERY LIFE – Better battery efficiency with up to 8 HOURS of play. - STYLISH AND ERGONOMIC DESIGN Cordless Headphones - PASSIVE NOISE CANCELLATION - SECURE COMFORT FIT - CONTROL CALLS - Hands Free Calling and Easy Controls for volume, skip, pause and play. - COMPATIBLE WITH ALL BLUETOOTH ENABLED DEVICES Connect with two smart phones at once. - PREMIUM PACKAGING AND PREMIUM QUALITY ACCESSORIES - 1 Year Warranty / 30 Day Hassle-Free Returns Technical specification: - Bluetooth Specification: 4.1 EDR - IPX7 Waterproof Rating - Noise Reduction: CVC6.0 - Transmission Distance: 30ft - Battery: Lithium-ion Polymer 85mAh - Frequency Response: 20 -22kHz - Charging Port: Micro USB - Charging Time: 1-2 Hours - Playback Time: Up to 8 Hours - Standby Time: 240h What's in the Box: • Bluetooth Headhpone • Carrying Case • Short Charging Cable • 3 Sets of Ear Tips - Small, Medium, Large • Cable Management Clip • User Manual Bonus Items: • Dual Port USB Car Charger • 3ft. Charging Cable for Apple (Lightening connector) and Android (Mini USB connector) Devices Buyers Trust the SENSO Brand which is Dedicated to the Highest Quality Products and Fanatical Customer Support. Your COMPLETE SATISFACTION is our primary objective. Enjoy Freedom of Sound for an Active Lifestyle - Quantities may be limited - ORDER NOW!",,,none,,1,,0,0,,,,,0,,,36.97,"Cell Phones &amp; Accessories",,,https://woodemo.pressops.co/wp-content/uploads/2017/07/61rlamGMpCL._SL1500_.jpg,,,,,,,,,0
51,simple,B01N6MLPK0,"Anlo Bluetooth Headphones Wireless In Ear Earbuds V4.1 Stereo Noise Isolating Sports Sweatproof Headset with Mic, Premium Bass Sound - Black",1,0,visible,,"Color:Black  Never Falls Out  Not all ears are same, also this headphone isn't like the others. Our earbuds bluetooth come with ergonomic designed ear hooks that provide comfortable wearing without ever leaving your ears. Bundled together are additional pairs of ear-buds that come in different sizes to suit all ears. Not only do all ears have a chance to enjoy uncompromised natural sound, but they get to do so in comfort.​Connecting​  Keep your Bluetooth device within 1 meter when pairing;  Turn on Bluetooth on your device;  Make the bluetooth headphones enter pairing mode as show;  Ensure the headphones is off. Long press power on/off button, when you hear the voice prompts “power on"" continue to hold, when the Bluetooth source is displayed on the phone, click on and connect it.  Built-in Mic  You even do not have to pick up your phone when you answer your phone, the built-in HD microphone transmits your voice with the sharpest quality, so families and friends can hear every word without trouble.CVC Noise Cancellation  Specially designed ceramic antenna improves signal strength and tolerates more interference. CVC 6.0 Noise Cancellation technology filters out unwanted sounds and outside noises, enable clearer sound from microphone. Even if you talk in a loud place, you will also get high quality.Longer Listening  Long battery life allows the headphones to play up to 7 hours of continuous music at a time,  there’s more than enough time before the needing a recharge.      Never Falls Out  Not all ears are same, also this headphone isn't like the others. Our earbuds bluetooth come with ergonomic designed ear hooks that provide comfortable wearing without ever leaving your ears. Bundled together are additional pairs of ear-buds that come in different sizes to suit all ears. Not only do all ears have a chance to enjoy uncompromised natural sound, but they get to do so in comfort.​Connecting​  Keep your Bluetooth device within 1 meter when pairing;  Turn on Bluetooth on your device;  Make the bluetooth headphones enter pairing mode as show;  Ensure the headphones is off. Long press power on/off button, when you hear the voice prompts “power on"" continue to hold, when the Bluetooth source is displayed on the phone, click on and connect it.  Built-in Mic  You even do not have to pick up your phone when you answer your phone, the built-in HD microphone transmits your voice with the sharpest quality, so families and friends can hear every word without trouble.CVC Noise Cancellation  Specially designed ceramic antenna improves signal strength and tolerates more interference. CVC 6.0 Noise Cancellation technology filters out unwanted sounds and outside noises, enable clearer sound from microphone. Even if you talk in a loud place, you will also get high quality.Longer Listening  Long battery life allows the headphones to play up to 7 hours of continuous music at a time,  there’s more than enough time before the needing a recharge.",,,none,,1,,0,0,,,,,0,,,25.71,Electronics,,,https://woodemo.pressops.co/wp-content/uploads/2017/07/61bVFHn4wvL._SL1500_.jpg,,,,,,,,,0
53,simple,B017L216T8,"MEE Audio RX18 Comfort-Fit In-Ear Headphones with Enhanced Bass (Black)",1,0,visible,,"Color:Black  | Style:Wired  Engineered for the most secure and comfortable fit, the RX18 is a lightweight and ergonomic earphone that delivers clear, enhanced-bass sound perfect for music, movies, games, audiobooks, and other media.",,,none,,1,,0,0,,,,,0,,,5.99,Electronics,,,https://woodemo.pressops.co/wp-content/uploads/2017/07/711k0gtZ4cL._SL1500_.jpg,,,,,,,,,0
54,simple,B00004T8R2,"Panasonic On-Ear Stereo Headphones RP-HT21 (Black &amp; Silver) Lightweight and Comfortable, Powerful Bass,Silver",1,0,visible,,"Product Packaging:Standard Packaging  Their large, 30 mm diaphragms feature Neodymium magnets, offering full-bodied sound free of the discomfort that can sometimes accompany earbud-style earphones. The foam-cushioned phones also feature a wide headband, for added listening comfort.This Accessory works with: SL-SW967VS,SL-MP36C,SL-PH270,SL-SX431C,SL-CT680V,SL-SX392C,SL-SW947S,SL-CT485,SL-CT490,RQ-V75,SL-CT520,SL-SX451C,SL-J900,SL-CT590,SL-J905,SL-CT489V,SL-SX285,SL-SX290,SL-J610V,SL-MP35,SL-CT495J,SL-MP75,SL-MP80,SL-SV600J,SL-SX320,SL-SX330,SL-CT710,SL-CT720,SL-SX388,SL-SX390,SL-CT790,SL-SX430,SL-SX450,SL-CT810,RQ-SX67V,RQ-C05V,SL-SW967VA,RQ-E27V,SL-CT579V,SL-SX281C,SL-SX331C,SL-CT582V,SL-SV500,SL-SV570,RQ-P35,RQ-A200,RQ-CR18V,RQ-L51,RR-QR230,RN-2021,RF-SW50S,RF-SW50,RF-P50.",,,none,,1,,0,0,,,,,0,,,7.74,Electronics,,,,,,,,,,,,0
56,simple,B06XGVVSJ5,"Ectreme Wired Metal In Ear Headphones, Noise Isolating Stereo Bass Earphones With Mic (Gray)",1,0,visible,,"Color:Gray  WHY CHOOSE ECTREME EAR BUDS? High Definition Stereo Earphones This headphone delivers the powerful, bass-driven stereo sound with greater clarity and improved dynamics. Designed specially for those who enjoy classic music, rock music, pop music, or gaming with superb quality sound.  Lifetime Warranty  In the unlikely event that anything should go wrong with your Ectreme product, we provide a US based warranty.  Built-in controller and mic Extreme flexible tangle free specially designed cable including inline controller with universal MICS. Play/Pause your music or Answer/Hang up a call with a touch of a button right next to your hands, feature available depending on your device capability Comfortable Three diffierent sizes of soft silicone rubber ear tips (S/M/L sizes) provided in the package allow for a personalized fit as well as a high passive attenuation of ambient noise. Compatibility Compatible for iPhone 6 6S Plus /iPod /iPad, for Samsung Galaxy S7 S6 Edge S5 S4 Note 5 4 3, for HTC /LG /Sony, for Xiaomi /Huawei /Lenovo All Smartphones, MP3 Player, Computers, etc. Products Details: Compatible System:Android/Windows/iOS Sensitivity: 116db(At 1KHz,0.5Vrms) Impedance:32Ω Frequency range: 18-20KHz Color:Gray Mic:Built in MIC Cable length:120cm±0.1cm Jack:3.5mm Headphones category: In-Ear headphones Headphone type: Wired Friendly Remind: When you charge your Phone/IPad/MP3/MP4...,please don't use the Earphones listen to the music,cause you may damage the Earphones and hurt your ear! Please Note: After you received our earphones,please check the quality carefully!If it has any quality problem,please let us know and we will send a new ear buds!",,,none,,1,,0,0,,,,,0,,,16.99,Electronics,,,https://woodemo.pressops.co/wp-content/uploads/2017/07/71IJHI4gPcL._SL1500_.jpg,,,,,,,,,0
